"TechnologyArea","Name","IPAddress","MACAddress","Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","Status","Comments","Finding Details","Severity Override","Severity Override Justification","CCI","Fully Qualified Domain Name","NIST SP 800-53 Revision 4 References","Legacy",
"","","","","V-220856","medium","SRG-OS-000362-GPOS-00149","SV-220856r569187_rule","WN10-CC-000310","Users must be prevented from changing installation options.","Installation options for applications are typically controlled by administrators.  This setting prevents users from changing installation options that may bypass security features.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> ""Allow user control over installs"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4084","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001812
The information system prohibits user installation of software without explicit privileged status.
NIST SP 800-53 Revision 4 :: CM-11 (2)

","","CM-11 (2)","V-63321; SV-77811",
"","","","","V-220857","high","SRG-OS-000362-GPOS-00149","SV-220857r569187_rule","WN10-CC-000315","The Windows Installer Always install with elevated privileges must be disabled.","Standard user accounts must not be granted elevated privileges.  Enabling Windows Installer to elevate privileges when installing applications can allow malicious persons and applications to gain full control of a system.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> ""Always install with elevated privileges"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4085","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001812
The information system prohibits user installation of software without explicit privileged status.
NIST SP 800-53 Revision 4 :: CM-11 (2)

","","CM-11 (2)","V-63325; SV-77815",
"","","","","V-220858","medium","SRG-OS-000480-GPOS-00227","SV-220858r569187_rule","WN10-CC-000320","Users must be notified if a web-based program attempts to install software.","Web-based programs may attempt to install malicious software on a system.  Ensuring users are notified if a web-based program attempts to install software allows them to refuse the installation.","","","The default behavior is for Internet Explorer to warn users and select whether to allow or refuse installation when a web-based program attempts to install software on the system.

If this needs to be corrected, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> ""Prevent Internet Explorer security prompt for Windows Installer scripts"" to ""Not Configured"" or ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:113","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63329; SV-77819",
"","","","","V-220859","medium","SRG-OS-000480-GPOS-00229","SV-220859r569187_rule","WN10-CC-000325","Automatically signing in the last interactive user after a system-initiated restart must be disabled.","Windows can be configured to automatically sign the user back in after a Windows Update restart.  Some protections are in place to help ensure this is done in a secure fashion; however, disabling this will prevent the caching of credentials for this purpose and also ensure the user is aware of the restart.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Logon Options >> ""Sign-in last interactive user automatically after a system-initiated restart"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:65","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63333; SV-77823",
"","","","","V-220860","medium","SRG-OS-000042-GPOS-00020","SV-220860r569187_rule","WN10-CC-000326","PowerShell script block logging must be enabled on Windows 10.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Enabling PowerShell script block logging will record detailed information from the processing of PowerShell commands and scripts.  This can provide additional detail when malware has run on a system.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows PowerShell >> ""Turn on PowerShell Script Block Logging"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:137","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000135
The information system generates audit records containing the organization-defined additional, more detailed information that is to be included in the audit records.
NIST SP 800-53 :: AU-3 (1)
NIST SP 800-53A :: AU-3 (1).1 (ii)
NIST SP 800-53 Revision 4 :: AU-3 (1)

","","AU-3 (1)","V-68819; SV-83411",
"","","","","V-220862","high","SRG-OS-000125-GPOS-00065","SV-220862r569187_rule","WN10-CC-000330","The Windows Remote Management (WinRM) client must not use Basic authentication.","Basic authentication uses plain text passwords that could be used to compromise a system.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> ""Allow Basic authentication"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4092","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000877
The organization employs strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions.
NIST SP 800-53 :: MA-4 c
NIST SP 800-53A :: MA-4.1 (iv)
NIST SP 800-53 Revision 4 :: MA-4 c

","","MA-4 c","V-63335; SV-77825",
"","","","","V-220863","medium","SRG-OS-000393-GPOS-00173","SV-220863r569187_rule","WN10-CC-000335","The Windows Remote Management (WinRM) client must not allow unencrypted traffic.","Unencrypted remote access to a system can allow sensitive information to be compromised.  Windows remote management connections must be encrypted to prevent this.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> ""Allow unencrypted traffic"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4093","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002890
The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.
NIST SP 800-53 Revision 4 :: MA-4 (6)

CCI-003123
The information system implements cryptographic mechanisms to protect the confidentiality of nonlocal maintenance and diagnostic communications.
NIST SP 800-53 Revision 4 :: MA-4 (6)

","","MA-4 (6)","V-63339; SV-77829",
"","","","","V-220865","high","SRG-OS-000125-GPOS-00065","SV-220865r569187_rule","WN10-CC-000345","The Windows Remote Management (WinRM) service must not use Basic authentication.","Basic authentication uses plain text passwords that could be used to compromise a system.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> ""Allow Basic authentication"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4095","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000877
The organization employs strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions.
NIST SP 800-53 :: MA-4 c
NIST SP 800-53A :: MA-4.1 (iv)
NIST SP 800-53 Revision 4 :: MA-4 c

","","MA-4 c","V-63347; SV-77837",
"","","","","V-220866","medium","SRG-OS-000393-GPOS-00173","SV-220866r569187_rule","WN10-CC-000350","The Windows Remote Management (WinRM) service must not allow unencrypted traffic.","Unencrypted remote access to a system can allow sensitive information to be compromised.  Windows remote management connections must be encrypted to prevent this.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> ""Allow unencrypted traffic"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4096","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002890
The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.
NIST SP 800-53 Revision 4 :: MA-4 (6)

CCI-003123
The information system implements cryptographic mechanisms to protect the confidentiality of nonlocal maintenance and diagnostic communications.
NIST SP 800-53 Revision 4 :: MA-4 (6)

","","MA-4 (6)","V-63369; SV-77859",
"","","","","V-220867","medium","SRG-OS-000373-GPOS-00156","SV-220867r569187_rule","WN10-CC-000355","The Windows Remote Management (WinRM) service must not store RunAs credentials.","Storage of administrative credentials could allow unauthorized access.  Disallowing the storage of RunAs credentials for Windows Remote Management will prevent them from being used with plug-ins.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> ""Disallow WinRM from storing RunAs credentials"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4097","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

","","IA-11","V-63375; SV-77865",
"","","","","V-220868","medium","SRG-OS-000125-GPOS-00065","SV-220868r569187_rule","WN10-CC-000360","The Windows Remote Management (WinRM) client must not use Digest authentication.","Digest authentication is not as strong as other options and may be subject to man-in-the-middle attacks.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> ""Disallow Digest authentication"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4094","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000877
The organization employs strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions.
NIST SP 800-53 :: MA-4 c
NIST SP 800-53A :: MA-4.1 (iv)
NIST SP 800-53 Revision 4 :: MA-4 c

","","MA-4 c","V-63341; SV-77831",
